ProspectiveBuyerKey,FirstName,LastName,Age,MaritalStatus,Gender,AnnualIncome,TotalChildren,ChildrenAtHomeCount,EducationLevel,WorkClass,HomeOwnership,CarsOwned,City,StateProvinceCode,PostalCode,Unknown
1053,Hans,Johnson,32,S,M,30000,0,0,Partial Hi,Clerical,0,2,Bellingham,MN,56281,1
1054,Hans,Olson,46,M,M,50000,4,4,Bachelors,Skilled Manual,1,3,San Gabriel,ND,58602,4
1055,Carl,Johnson,42,S,M,20000,1,1,Partial Co,Manual,1,0,Santa Cruz,ND,58785,4
1056,Hans,Anderson,38,M,M,120000,0,0,Graduate D,Management,1,2,Bellingham,MN,55476,1
1057,Ella,Hanson,48,S,F,80000,5,4,Partial Co,Professional,0,3,Everett,MN,55849,1
1058,Ingrid,Larson,48,M,F,60000,1,0,Bachelors,Professional,1,1,Elk Grove,ND,58013,4
1059,Inga,Hanson,33,S,F,10000,0,0,High Schoo,Manual,1,2,Dallas,OH,45239,4
1060,Katrin,Olson,53,M,F,120000,2,4,High Schoo,Professional,1,4,Burien,MN,55724,1
1061,John,Larson,44,S,M,90000,2,0,Bachelors,Professional,1,0,Edmonds,MN,56519,1
1062,Ole,Larson,44,S,M,90000,2,0,Bachelors,Professional,0,0,Chula Vista,ND,58050,4
1063,John,Carlson,43,M,M,90000,5,4,Partial Co,Professional,1,3,Colma,ND,58715,4
1064,Erik,Anderson,77,M,M,90000,4,0,Bachelors,Management,0,1,Burbank,ND,58072,4
1065,Sven,Olson,57,S,M,40000,2,0,Bachelors,Management,1,1,Lebanon,SD,57717,1
1066,Ingrid,Johnson,55,M,F,60000,2,0,Partial Hi,Skilled Manual,0,2,Milwaukie,SD,57069,1
1067,Ingrid,Olson,37,S,F,30000,0,0,High Schoo,Manual,0,1,Spokane,MN,55182,1
1068,Hans,Johnson,43,S,M,30000,4,0,Graduate D,Clerical,0,0,Colma,ND,58722,4
1069,Ella,Johnson,31,M,F,30000,3,3,Partial Co,Clerical,0,2,Bremerton,MN,56175,1
1070,Erika,Anderson,33,S,F,40000,0,0,Partial Hi,Clerical,0,2,San Carlos,ND,58711,4
1071,Inga,Olson,37,S,F,100000,0,5,High Schoo,Management,1,2,Burlingame,ND,58189,4
1072,Sven,Anderson,36,M,M,10000,2,2,High Schoo,Manual,1,1,Downey,ND,58152,4
1073,Ingrid,Olson,42,S,F,10000,3,2,Partial Hi,Manual,1,2,Coronado,ND,58685,4
1074,Hans,Johnson,32,M,M,40000,0,0,High Schoo,Skilled Manual,1,2,Salem,SD,57126,1
1075,Ole,Hanson,31,S,M,10000,0,0,Partial Co,Manual,1,1,Dallas,OH,44410,4
1076,Ole,Olson,39,S,M,60000,0,0,Graduate D,Professional,0,1,Bremerton,MN,55510,1
1077,John,Olson,57,M,M,20000,2,0,High Schoo,Manual,1,2,Portland,SD,57466,1
1078,Sven,Hanson,40,S,M,40000,2,2,Partial Co,Clerical,0,2,Bellflower,ND,58725,4
1079,Ingrid,Larson,38,S,F,100000,0,5,High Schoo,Management,0,3,Lynnwood,MN,55489,1
1080,Carl,Johnson,38,M,M,90000,0,0,High Schoo,Management,1,3,Bellevue,MN,55351,1
1081,Erik,Johnson,53,M,M,10000,3,0,Partial Co,Manual,1,2,Colma,ND,58499,4
1082,Hans,Anderson,51,M,M,40000,2,0,Partial Co,Skilled Manual,1,2,Portland,SD,57284,1
1083,Ella,Hanson,38,M,F,70000,5,4,Partial Co,Skilled Manual,1,3,Bellingham,MN,56605,1
1084,Hans,Olson,65,S,M,50000,5,0,Bachelors,Management,0,2,Fullerton,ND,58818,4
1085,Katrin,Carlson,51,M,F,10000,1,1,High Schoo,Manual,1,1,Garland,OH,45276,4
1086,John,Anderson,45,S,M,60000,4,4,Bachelors,Professional,1,3,Midland,WY,82672,0
1087,Erik,Larson,33,M,M,40000,0,0,Partial Hi,Clerical,1,2,Duvall,MN,55130,1
1088,Inga,Larson,32,M,F,20000,0,0,Bachelors,Clerical,1,0,Colma,ND,58127,4
1089,Erik,Hanson,49,S,M,70000,5,4,Partial Co,Skilled Manual,1,3,Pontiac,WY,82248,0
1090,Sven,Anderson,54,M,M,50000,1,0,Partial Co,Skilled Manual,1,1,Salt Lake City,UT,84101,0
1091,Hans,Hanson,38,M,M,90000,0,0,High Schoo,Management,1,3,Colma,ND,58021,4
1092,Erik,Larson,42,S,M,40000,0,0,Graduate D,Clerical,0,0,Lynnwood,MN,55957,1
1093,Sven,Hanson,55,M,M,70000,4,3,High Schoo,Professional,1,1,Colma,ND,58724,4
1094,Erik,Anderson,36,M,M,100000,0,5,High Schoo,Management,1,2,Bellevue,MN,55230,1
1095,Sven,Olson,31,M,M,40000,0,0,High Schoo,Skilled Manual,1,2,Concord,ND,58472,4
1096,Carl,Carlson,37,S,M,30000,0,0,Partial Co,Clerical,0,1,Edmonds,MN,55063,1
1097,Carl,Johnson,49,S,M,50000,1,0,Partial Co,Skilled Manual,1,1,Walla Walla,MN,56335,1
1098,Hans,Hanson,44,S,M,80000,5,5,Graduate D,Management,0,3,Newport Beach,ND,58127,4
1099,Erik,Anderson,55,S,M,40000,1,0,Partial Co,Clerical,1,1,Bellflower,ND,58200,4
1100,Erika,Carlson,43,S,F,80000,5,5,Graduate D,Management,0,2,Grossmont,ND,58244,4
1101,Erika,Hanson,36,S,F,10000,0,0,Partial Hi,Manual,0,2,Berkeley,ND,58584,4
1102,John,Carlson,60,M,M,50000,2,1,Partial Co,Professional,1,2,Glendale,ND,58179,4
1103,Sven,Carlson,47,M,M,90000,0,0,Partial Co,Professional,1,1,Stafford,OH,44553,4
1104,Katrin,Hanson,63,M,F,50000,2,1,Partial Co,Professional,0,1,West Covina,ND,58209,4
1105,John,Carlson,34,S,M,60000,0,0,Partial Hi,Skilled Manual,1,3,Burien,MN,55469,1
1106,Hans,Carlson,41,S,M,60000,1,0,Graduate D,Professional,0,0,Berkeley,ND,58578,4
1107,Carl,Olson,51,M,M,50000,4,0,Graduate D,Skilled Manual,1,0,Coronado,ND,58184,4
1108,John,Johnson,51,M,M,110000,3,4,Bachelors,Management,0,4,Colma,ND,58152,4
1109,Erika,Anderson,41,M,F,70000,5,5,Graduate D,Professional,1,2,Concord,ND,58394,4
1110,Sven,Carlson,49,M,M,50000,1,0,Partial Co,Skilled Manual,1,1,Cheyenne,WY,82001,3
1111,John,Hanson,46,M,M,110000,3,2,Bachelors,Management,1,4,Lakewood,ND,58452,4
1112,Hans,Olson,45,S,M,80000,0,0,Bachelors,Professional,0,1,Bellingham,MN,55346,1
1113,Ole,Carlson,33,S,M,10000,1,1,High Schoo,Manual,1,0,Long Beach,ND,58244,4
1114,Inga,Johnson,38,M,F,40000,2,2,Partial Co,Clerical,0,0,Woodburn,SD,57400,1
1115,Hans,Hanson,45,S,M,80000,5,5,Bachelors,Professional,1,4,Gilbert,IL,61619,4
1116,Carl,Carlson,60,M,M,50000,2,1,Partial Co,Professional,1,2,Byron,WY,83063,5
1117,Ole,Hanson,35,S,M,50000,0,0,High Schoo,Skilled Manual,0,2,Oregon City,SD,57214,1
1118,Ella,Anderson,58,S,F,20000,2,1,Partial Hi,Clerical,1,2,Duvall,MN,56087,1
1119,Ole,Larson,52,S,M,120000,5,1,Bachelors,Management,0,4,Branson,NE,69200,0
1120,Inga,Hanson,45,M,F,40000,1,0,Bachelors,Skilled Manual,0,0,Colma,ND,58318,4
1121,Kirsten,Johnson,47,M,F,100000,4,0,Bachelors,Management,1,2,Newport Hills,MN,56178,1
1122,Ole,Carlson,53,M,M,50000,2,0,Partial Hi,Skilled Manual,0,2,Colma,ND,58115,4
1123,Carl,Olson,59,S,M,60000,2,1,Partial Co,Professional,0,1,Lake Oswego,SD,57599,1
1124,Erika,Johnson,49,M,F,50000,1,0,Partial Co,Skilled Manual,1,1,Chula Vista,ND,58358,4
1125,Ingrid,Carlson,41,M,F,70000,5,0,Graduate D,Professional,1,0,Concord,ND,58723,4
1126,Carl,Carlson,41,M,M,30000,0,0,Bachelors,Clerical,1,0,Los Angeles,ND,58645,4
1127,Kirsten,Carlson,43,S,F,90000,2,1,High Schoo,Professional,0,2,Lynnwood,MN,55991,1
1128,Kirsten,Larson,41,S,F,50000,0,0,Graduate D,Skilled Manual,0,0,Burien,MN,55189,1
1129,Ella,Johnson,43,M,F,10000,3,3,Partial Hi,Manual,1,1,Colma,ND,58614,4
1130,Carl,Olson,36,S,M,10000,0,0,Partial Hi,Manual,0,2,Downey,ND,58505,4
1131,Inga,Anderson,54,M,F,50000,5,0,Graduate D,Skilled Manual,1,0,Colma,ND,58313,4
1132,Carl,Olson,48,S,M,80000,5,4,Partial Co,Professional,0,3,Vista,ND,58174,4
1133,John,Hanson,31,S,M,40000,0,0,High Schoo,Skilled Manual,1,2,Seattle,MN,56752,1
1134,Erika,Olson,63,S,F,50000,2,1,Partial Co,Professional,0,1,National City,ND,58127,4
1135,Ella,Hanson,53,S,F,20000,2,1,Partial Hi,Clerical,0,2,Woodburn,SD,57633,1
1136,Hans,Carlson,62,M,M,50000,2,1,Partial Co,Professional,0,2,Imperial Beach,ND,58228,4
1137,Hans,Carlson,50,S,M,70000,5,4,Partial Co,Skilled Manual,1,3,Newport Hills,MN,55585,1
1138,Katrin,Olson,53,M,F,120000,2,4,High Schoo,Professional,1,4,La Mesa,MT,59010,4
1139,Kirsten,Larson,33,M,F,20000,0,0,Partial Co,Manual,0,0,Beaverton,SD,57628,1
1140,Inga,Hanson,34,M,F,20000,0,0,High Schoo,Manual,0,1,Olympia,MN,56340,1
1141,Erik,Hanson,49,S,M,20000,1,0,Graduate D,Clerical,1,0,Corpus Christi,OH,45607,4
1142,Katrin,Larson,49,M,F,60000,1,0,Partial Co,Skilled Manual,0,1,Cheyenne,WY,82001,3
1143,Ingrid,Carlson,51,S,F,20000,2,0,Partial Co,Manual,1,1,Concord,ND,58529,4
1144,Kirsten,Johnson,35,M,F,90000,0,0,Partial Hi,Professional,1,4,La Jolla,ND,58691,4
1145,Hans,Hanson,39,S,M,30000,0,0,High Schoo,Manual,1,1,Lynnwood,MN,55962,1
1146,Inga,Hanson,57,S,F,110000,3,4,Bachelors,Management,1,4,El Cajon,ND,58722,4
1147,Katrin,Johnson,44,M,F,110000,0,0,Graduate D,Management,1,4,Endicott,MN,55800,2
1148,Erika,Larson,73,S,F,50000,3,0,Graduate D,Management,1,2,Marysville,MN,55815,1
1149,Kirsten,Olson,42,M,F,10000,1,0,Graduate D,Manual,1,0,Santa Cruz,ND,58796,4
1150,Inga,Johnson,54,S,F,10000,2,0,Partial Co,Manual,0,1,Stamford,OH,44857,0
1151,Ingrid,Carlson,31,S,F,20000,5,5,High Schoo,Manual,1,1,Daly City,ND,58060,4
1152,Inga,Hanson,57,S,F,50000,2,1,High Schoo,Professional,1,2,Issaquah,MN,55030,1
1153,Katrin,Olson,40,S,F,110000,3,2,Bachelors,Management,1,4,Burbank,ND,58522,4
1154,Kirsten,Johnson,57,S,F,110000,3,4,Bachelors,Management,1,4,Bellflower,ND,58024,4
1155,Carl,Olson,58,M,M,60000,3,1,High Schoo,Professional,1,2,Concord,ND,58626,4
1156,Inga,Olson,47,M,F,90000,0,0,Partial Co,Professional,0,1,Sugar Land,OH,44892,4
1157,Ella,Johnson,50,M,F,50000,1,0,Partial Co,Skilled Manual,1,1,Concord,ND,58638,4
1158,Katrin,Carlson,52,S,F,40000,2,0,Partial Co,Clerical,0,1,Portland,SD,57227,1
1159,Erika,Hanson,69,S,F,30000,1,0,Bachelors,Clerical,0,0,Dallas,OH,43408,4
1160,Katrin,Anderson,47,S,F,50000,4,2,Bachelors,Professional,0,2,Plano,OH,44846,4
1161,Ingrid,Johnson,72,M,F,70000,4,0,Graduate D,Management,1,2,Lemon Grove,ND,58211,4
1162,Katrin,Olson,34,S,F,30000,0,0,Partial Co,Clerical,0,1,Burien,MN,56285,1
1163,Ole,Carlson,45,M,M,30000,1,1,Bachelors,Skilled Manual,1,2,Modesto,ND,58851,4
1164,Erika,Larson,69,M,F,20000,1,0,Bachelors,Clerical,1,0,Burien,MN,56763,1
1165,Ingrid,Olson,33,M,F,40000,0,0,High Schoo,Skilled Manual,0,2,Chantilly,ID,83284,5
1166,Ole,Anderson,42,S,M,10000,2,2,High Schoo,Manual,1,1,Bremerton,MN,55953,1
1167,Ingrid,Hanson,63,S,F,30000,2,0,Partial Co,Clerical,1,2,Beverly Hills,ND,58797,4
1168,Ingrid,Carlson,50,S,F,10000,1,1,High Schoo,Manual,1,1,Waterbury,OH,45449,0
1169,Kirsten,Anderson,35,S,F,90000,0,0,High Schoo,Management,0,2,El Cajon,ND,58232,4
1170,Ella,Carlson,58,M,F,120000,4,5,Bachelors,Management,1,3,Anacortes,MN,55510,1
1171,Ole,Johnson,37,M,M,50000,0,0,Graduate D,Skilled Manual,1,0,Bothell,MN,55811,1
1172,Ella,Hanson,37,S,F,90000,0,0,High Schoo,Management,0,3,National City,ND,58483,4
1173,Carl,Carlson,40,S,M,80000,4,4,Graduate D,Management,0,1,Bellingham,MN,56138,1
1174,Kirsten,Larson,41,M,F,10000,2,2,High Schoo,Manual,1,0,Bellflower,ND,58317,4
1175,Inga,Olson,69,S,F,40000,2,0,Bachelors,Management,0,2,Olympia,MN,56437,1
1176,Inga,Olson,44,M,F,70000,4,0,Graduate D,Professional,0,0,Colma,ND,58844,4
1177,Katrin,Larson,53,S,F,70000,3,2,Partial Co,Professional,1,0,Novato,ND,58513,4
1178,Kirsten,Olson,61,S,F,50000,2,1,Partial Co,Professional,0,2,Duvall,MN,56308,1
1179,Ole,Olson,42,M,M,50000,2,2,Bachelors,Skilled Manual,1,1,Lincoln Acres,ND,58718,4
1180,Ole,Carlson,52,S,M,100000,1,1,Bachelors,Management,1,3,Novato,ND,58741,4
1181,Kirsten,Olson,65,M,F,40000,4,0,High Schoo,Professional,0,2,Port Orchard,MN,56391,1
1182,Katrin,Johnson,64,M,F,100000,2,3,Bachelors,Management,1,4,Colma,ND,58660,4
1183,Ingrid,Anderson,45,M,F,50000,3,3,Bachelors,Skilled Manual,1,3,Bluffton,SD,57273,0
1184,Erika,Hanson,43,M,F,40000,0,0,Bachelors,Clerical,1,0,Daly City,ND,58677,4
1185,Ingrid,Hanson,61,M,F,50000,2,1,Partial Co,Professional,1,2,Chehalis,MN,55455,1
1186,Erika,Hanson,42,S,F,30000,1,1,Bachelors,Clerical,1,0,Everett,MN,56206,1
1187,Kirsten,Larson,66,S,F,70000,5,0,Bachelors,Management,0,2,Burbank,ND,58283,4
1188,Katrin,Hanson,33,S,F,40000,0,0,Partial Hi,Clerical,0,2,Killeen,OH,44552,4
1189,Katrin,Johnson,63,S,F,30000,3,0,Partial Co,Clerical,0,2,Columbus,OH,43215,3
1190,Ella,Hanson,40,S,F,50000,2,2,Bachelors,Skilled Manual,1,0,Tacoma,MN,56009,1
1191,Ole,Larson,31,M,M,10000,0,0,Partial Co,Manual,0,1,Colma,ND,58306,4
1192,Katrin,Olson,65,M,F,30000,2,1,Partial Hi,Skilled Manual,1,2,W. Linn,SD,57148,1
1193,Ella,Johnson,68,M,F,40000,2,0,Bachelors,Management,1,2,New Hartford,MN,56206,2
1194,Erik,Johnson,48,M,M,110000,1,3,Bachelors,Management,1,1,Monroe,MN,56349,1
1195,Hans,Larson,75,M,M,40000,3,0,Partial Co,Professional,1,2,San Bruno,ND,58107,4
1196,Ingrid,Anderson,45,M,F,10000,1,1,High Schoo,Manual,0,1,Mill Valley,ND,58782,4
1197,Erika,Carlson,39,M,F,40000,2,2,Partial Co,Clerical,1,1,Concord,ND,58751,4
1198,Katrin,Larson,35,M,F,60000,0,0,Partial Hi,Skilled Manual,1,4,Burien,MN,55976,1
1199,Kirsten,Carlson,39,S,F,80000,4,4,Graduate D,Management,1,1,Yakima,MN,55459,1
1200,Ella,Olson,57,S,F,10000,2,1,High Schoo,Manual,1,2,Palo Alto,ND,58394,4
1201,John,Hanson,53,S,M,70000,2,1,Partial Co,Professional,1,0,Redmond,MN,56707,1
1202,Erika,Carlson,51,S,F,30000,0,0,Bachelors,Clerical,1,0,Long Beach,ND,58343,4
1203,John,Johnson,58,M,M,30000,3,0,High Schoo,Skilled Manual,0,2,Milwaukie,SD,57238,1
1204,Ella,Carlson,76,M,F,50000,2,0,Graduate D,Management,1,2,Glendale,ND,58230,4
1205,Inga,Larson,38,S,F,30000,0,0,High Schoo,Manual,0,1,Ontario,ND,58021,4
1206,Ingrid,Johnson,54,S,F,100000,3,4,Partial Co,Management,0,4,Burlingame,ND,58238,4
1207,Kirsten,Johnson,35,S,F,50000,0,0,Partial Co,Skilled Manual,0,2,San Diego,ND,58394,4
1208,Ella,Larson,37,S,F,80000,5,5,Bachelors,Professional,0,4,Chula Vista,ND,58698,4
1209,Carl,Anderson,46,S,M,60000,4,4,Bachelors,Professional,1,3,La Jolla,ND,58794,4
1210,Katrin,Anderson,41,M,F,30000,2,2,Partial Co,Clerical,0,2,Cedar Park,OH,43926,4
1211,Carl,Larson,37,S,M,20000,0,0,Partial Hi,Manual,0,2,Lynnwood,MN,55122,1
1212,Katrin,Hanson,50,S,F,50000,1,0,Partial Co,Skilled Manual,0,1,Colma,ND,58573,4
1213,Ella,Anderson,66,M,F,80000,5,0,Bachelors,Management,1,2,Corvallis,SD,57401,1
1214,Katrin,Carlson,33,M,F,30000,0,0,Partial Co,Clerical,1,1,Seattle,MN,55200,1
1215,Katrin,Anderson,38,M,F,50000,1,1,Graduate D,Skilled Manual,1,0,Novato,ND,58799,4
1216,Erika,Larson,31,S,F,30000,0,0,Partial Hi,Clerical,1,2,Kenmore,MN,56320,1
1217,Inga,Hanson,30,M,F,30000,0,0,High Schoo,Skilled Manual,1,2,Salt Lake City,UT,84101,0
1218,Ella,Johnson,42,M,F,50000,4,2,Bachelors,Professional,1,2,Concord,ND,58572,4
1219,Katrin,Carlson,47,S,F,50000,2,0,High Schoo,Professional,0,2,Mobile,IA,52500,5
1220,Katrin,Larson,59,M,F,40000,2,0,Partial Co,Clerical,0,2,Colma,ND,58603,4
1221,Ingrid,Larson,55,M,F,100000,3,4,High Schoo,Professional,0,3,Woodland Hills,ND,58101,4
1222,Katrin,Anderson,62,M,F,90000,4,1,High Schoo,Management,1,3,Saint Louis,NE,68634,0
1223,Katrin,Carlson,37,M,F,10000,0,0,Partial Hi,Manual,1,2,Colma,ND,58548,4
1224,Kirsten,Anderson,57,S,F,30000,1,0,Bachelors,Skilled Manual,1,1,Bellflower,ND,58505,4
1225,Ingrid,Larson,46,S,F,20000,2,2,High Schoo,Manual,1,2,Braintree,WY,82191,2
1226,Kirsten,Johnson,43,S,F,40000,0,0,Bachelors,Clerical,0,0,Colma,ND,58726,4
1227,Erika,Anderson,38,M,F,20000,0,0,Partial Hi,Manual,1,2,Oregon City,SD,57415,1
1228,Erik,Hanson,41,M,M,110000,1,0,Graduate D,Management,1,0,Newport Beach,ND,58157,4
1229,Ella,Larson,32,S,F,20000,0,0,Bachelors,Clerical,0,0,Memphis,IN,46844,5
1230,Kirsten,Larson,44,S,F,20000,1,1,High Schoo,Manual,0,1,Chula Vista,ND,58439,4
1231,Ella,Larson,41,S,F,50000,0,0,Graduate D,Skilled Manual,0,0,Moline,IL,61265,3
1232,Katrin,Anderson,39,M,F,40000,2,2,Partial Co,Clerical,0,1,West Covina,IA,52102,0
1233,Hans,Olson,49,M,M,50000,1,0,Partial Co,Skilled Manual,1,1,Nevada,UT,84407,0
1234,Ingrid,Larson,44,M,F,90000,2,0,Bachelors,Professional,1,0,Issaquah,MN,55743,1
1235,Katrin,Johnson,67,M,F,50000,2,0,Graduate D,Management,0,1,Lakeland,WI,53911,5
1236,Hans,Olson,49,M,M,20000,1,1,Partial Co,Manual,1,0,Chicago,IL,60610,3
1237,Hans,Anderson,46,M,M,80000,4,3,Partial Co,Professional,1,1,La Grange,WY,82823,5
1238,Katrin,Anderson,59,S,F,40000,3,0,Partial Co,Professional,1,2,Seattle,MN,56622,1
1239,Kirsten,Larson,36,S,F,40000,3,3,Partial Co,Clerical,1,2,Oxnard,ND,58352,4
1240,Katrin,Larson,51,S,F,50000,4,0,Graduate D,Skilled Manual,0,0,Portland,SD,57082,1
1241,Kirsten,Johnson,44,M,F,100000,0,0,Graduate D,Management,1,1,De Witt,MN,55765,2
1242,Erika,Johnson,39,M,F,100000,0,5,High Schoo,Management,1,4,Denver,NE,68663,3
1243,Kirsten,Johnson,73,M,F,40000,2,0,Bachelors,Management,0,2,Vacaville,ND,58108,4
1244,Katrin,Olson,39,S,F,50000,1,0,Graduate D,Professional,1,0,Beaverton,SD,57383,1
1245,Kirsten,Hanson,52,S,F,50000,4,0,Graduate D,Skilled Manual,1,0,Chula Vista,ND,58674,4
1246,Ella,Johnson,32,S,F,20000,0,0,Bachelors,Clerical,1,0,Seattle,MN,55231,1
1247,Inga,Hanson,53,M,F,20000,2,1,Partial Hi,Clerical,1,2,Bothell,MN,55234,1
1248,Erika,Hanson,52,M,F,130000,2,3,Bachelors,Management,1,4,Kansas City,NE,68679,0
1249,Inga,Hanson,34,S,F,50000,1,1,Graduate D,Skilled Manual,0,0,Beverly Hills,ND,58691,4
1250,Ella,Johnson,43,M,F,50000,0,0,Partial Co,Skilled Manual,1,1,Central Valley,MN,55177,2
1251,John,Anderson,74,M,M,60000,2,0,Graduate D,Management,0,2,Colma,ND,58297,4
1252,Kirsten,Carlson,49,S,F,40000,4,3,High Schoo,Skilled Manual,1,3,Marysville,MN,55198,1
1253,Sven,Carlson,47,M,M,10000,3,2,Partial Hi,Manual,1,2,Corvallis,SD,57776,1
1254,Ingrid,Hanson,34,S,F,30000,0,0,High Schoo,Skilled Manual,0,2,Burbank,ND,58137,4
1255,Kirsten,Larson,53,M,F,10000,1,0,Partial Co,Manual,1,0,Chula Vista,ND,58298,4
1256,Katrin,Anderson,69,M,F,10000,2,0,Partial Co,Manual,0,1,Downey,ND,58466,4
1257,Sven,Hanson,62,S,M,30000,2,1,Partial Hi,Skilled Manual,0,3,Plaistow,MT,59362,2
1258,Kirsten,Hanson,38,S,F,50000,3,3,Bachelors,Skilled Manual,0,0,Lincoln Acres,ND,58243,4
1259,Ingrid,Carlson,62,M,F,40000,2,1,High Schoo,Professional,1,2,San Francisco,ND,58531,4
1260,Sven,Olson,38,S,M,50000,1,1,Bachelors,Skilled Manual,1,0,Mill Valley,MT,59715,0
1261,Erik,Olson,46,S,M,80000,4,3,Partial Co,Professional,0,1,Concord,ND,58117,4
1262,Sven,Larson,49,S,M,40000,4,3,High Schoo,Skilled Manual,1,3,Colma,ND,58278,4
1263,Inga,Larson,68,M,F,30000,1,0,Bachelors,Clerical,1,0,Concord,ND,58355,4
1264,Ella,Olson,47,M,F,100000,0,2,Partial Co,Professional,1,1,Bountiful,UT,84010,0
1265,Ingrid,Johnson,41,S,F,20000,0,0,Partial Co,Manual,0,1,Colma,ND,58481,4
1266,Hans,Hanson,45,S,M,20000,2,2,High Schoo,Manual,1,1,Corvallis,SD,57087,1
1267,John,Carlson,68,S,M,10000,3,0,Partial Co,Manual,1,1,Beaverton,SD,57283,1
1268,Erik,Johnson,32,S,M,50000,1,0,Graduate D,Skilled Manual,0,0,Berkeley,ND,58652,4
1269,Ole,Larson,47,M,M,100000,0,2,Partial Co,Professional,1,1,Zeeland,WY,82779,0
1270,Ingrid,Anderson,51,M,F,40000,2,0,Partial Co,Clerical,1,1,Sedro Woolley,MN,55162,1
1271,Katrin,Johnson,44,S,F,30000,2,2,Partial Co,Manual,0,0,Santa Monica,ND,58156,4
1272,Carl,Hanson,38,S,M,50000,1,1,Graduate D,Skilled Manual,0,0,Southgate,WY,82888,0
1273,Hans,Larson,35,S,M,50000,0,0,High Schoo,Professional,0,2,Edmonds,MN,56524,1
1274,Erika,Anderson,43,M,F,40000,5,5,High Schoo,Skilled Manual,1,1,Chula Vista,ND,58096,4
1275,Ingrid,Hanson,40,M,F,40000,2,2,Partial Co,Clerical,1,0,Hayward,ND,58390,4
1276,Ella,Olson,43,S,F,120000,0,1,Bachelors,Management,1,4,Miami,WI,53398,5
1277,Erik,Anderson,71,S,M,50000,3,0,Graduate D,Management,0,2,W. Linn,SD,57493,1
1278,Hans,Anderson,57,S,M,30000,4,0,High Schoo,Professional,0,2,Bellevue,MN,55491,1
1279,Hans,Anderson,51,M,M,60000,4,3,Bachelors,Professional,1,0,Concord,ND,58617,4
1280,Carl,Larson,34,M,M,40000,0,0,High Schoo,Skilled Manual,1,2,Lebanon,SD,57662,1
1281,Erik,Larson,36,S,M,50000,0,0,High Schoo,Professional,1,2,Burbank,ND,58106,4
1282,Kirsten,Carlson,55,M,F,110000,3,4,Partial Co,Professional,1,4,Odessa,NE,69078,0
1283,Ole,Carlson,32,M,M,130000,4,5,High Schoo,Management,1,4,Tacoma,MN,55217,1
1284,John,Johnson,35,S,M,30000,0,0,Partial Co,Clerical,1,1,Chula Vista,ND,58192,4
1285,Inga,Carlson,44,M,F,20000,1,1,High Schoo,Manual,0,1,Coronado,ND,58306,4
1286,Hans,Carlson,50,S,M,20000,3,0,Partial Hi,Manual,1,2,Colma,ND,58695,4
1287,Erik,Olson,50,S,M,50000,1,0,Partial Co,Skilled Manual,0,1,Lebanon,SD,57172,1
1288,Ingrid,Larson,55,S,F,110000,3,4,Partial Co,Professional,1,4,Glendale,ND,58463,4
1289,Hans,Hanson,36,M,M,60000,0,0,Partial Co,Professional,1,2,Oregon City,SD,57354,1
1290,Inga,Carlson,47,M,F,90000,0,0,Partial Co,Professional,0,1,Issaquah,MN,56449,1
1291,Sven,Anderson,37,S,M,50000,2,2,Bachelors,Skilled Manual,0,1,Kannapolis,ND,58273,5
1292,Sven,Anderson,39,S,M,100000,0,5,High Schoo,Management,1,4,Lynnwood,MN,55263,1
1293,Erika,Carlson,45,M,F,70000,5,5,Bachelors,Professional,1,4,Howell,WY,82785,0
1294,Katrin,Anderson,32,S,F,20000,0,0,Bachelors,Clerical,0,0,Indianapolis,MT,59800,3
1295,Ella,Hanson,59,S,F,70000,5,2,Partial Hi,Skilled Manual,0,2,National City,ND,58594,4
1296,Ole,Johnson,34,M,M,20000,0,0,High Schoo,Manual,1,1,Colma,ND,58030,4
1297,Inga,Olson,31,M,F,30000,0,0,Partial Co,Clerical,0,1,Torrance,ND,58718,4
1298,Sven,Hanson,44,M,M,50000,1,0,Partial Co,Skilled Manual,1,1,Issaquah,MN,56631,1
1299,Inga,Olson,51,M,F,50000,4,0,Graduate D,Skilled Manual,1,0,Daly City,ND,58607,4
1300,Katrin,Olson,37,S,F,30000,0,0,High Schoo,Manual,0,1,Hanford,ND,58420,4
1301,Erika,Carlson,53,M,F,90000,2,1,Partial Co,Professional,1,1,Colma,ND,58756,4
1302,Kirsten,Carlson,45,M,F,10000,1,1,High Schoo,Manual,1,1,Downey,ND,58195,4
1303,Sven,Carlson,41,S,M,80000,4,3,Partial Co,Professional,0,1,San Gabriel,ND,58153,4
1304,John,Johnson,53,M,M,60000,2,0,High Schoo,Professional,1,2,Monroe,MN,55645,1
1305,Inga,Johnson,42,M,F,20000,1,1,Partial Co,Manual,1,1,Santa Cruz,ND,58679,4
1306,Kirsten,Larson,38,M,F,50000,3,3,Bachelors,Skilled Manual,1,0,Bluffton,SD,57474,0
1307,Sven,Anderson,34,M,M,50000,0,0,Partial Co,Skilled Manual,1,1,Salem,SD,57487,1
1308,Erika,Johnson,64,M,F,20000,4,0,High Schoo,Skilled Manual,1,2,Marysville,MN,56284,1
1309,Erik,Carlson,41,S,M,110000,1,0,Graduate D,Management,0,0,Colma,ND,58562,4
1310,Sven,Anderson,43,M,M,40000,0,0,Bachelors,Clerical,1,0,Bremerton,MN,55264,1
1311,John,Anderson,74,S,M,60000,2,0,Graduate D,Management,1,2,Concord,ND,58145,4
